"Sample","year","month","week","colour","cond","domgl","dopercent","oldo","odour","ph","temp","turb","tdscalc","langelier","palk","talk","bicarb","carb","ca","mg","thard","na","k","sulfate","cl","dissal","ammn","bod","br","chla","fl","dissfe","dissmn","no3","orgn","rawtoc","rawdoc","uv254doc","orthop","tp","si","sulphide","blgrnalg","grnalg","diatoms","flag","crust","nema","roti","otherfauna","totgrnbg","totcoli","fcoli","totcoliback","pltct","part","ecoli","sst","ssv","ssf","partal","total","totfe","totmn","orgc","suva","fecstrep","tds","prefm","damflow","dbar","salcalc","bicarbC","carbC","ionstrength","pk1","pk2","k1","k2","hplus","ao","a1","a2","totaldicnull","totaldic","dicumol","Site","pCO2","CO2flux","CO2fluxWk","iceoffdoy","iceondoy","iceoffweek","iceonweek","season","Seasonname","Spring determine"
224,1979,10,41,25,510,9.7,86,"NA","NA",8.2,10,2.6,"NA","NA","NA",152,186,"NA",38,19,175,52,"NA",140,14.5,0,0.42,"NA","NA",28,0.21,"NA","NA","NA",1.1,"NA","NA","NA",0,1,11.5,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,0.12,0.09,"NA","NA","NA","NA","NA","NA",10.5,0.349937035,36.61270666,"NA",0.008925,6.419381611,10.32512644,0.000000381,0.0000000000473,0.00000000631,0.016182752,0.976496687,0.00732056,"NA","NA","NA","MLO",978.939704,26.97299219,188.8109453,136,335,20,48,4,"fall",0
225,1979,10,42,25,520,10.2,91,"NA",10,8.3,10,2.8,"NA","NA","NA",153,187,"NA",38,21,183,53,"NA",135,14.5,0,0.28,"NA","NA","NA",0.21,"NA","NA","NA",1.1,8.9,"NA","NA","NA",0,8.8,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,0.1,0.2,"NA","NA","NA","NA","NA","NA",10.5,0.357048087,36.80954917,"NA",0.0091,6.419022546,10.32369019,0.000000381,0.0000000000475,0.00000000501,0.012861967,0.977878381,0.009259652,"NA","NA","NA","MLO",783.3947378,18.34583545,128.4208481,136,335,20,48,4,"fall",0
226,1979,10,43,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","MLO",,,,136,335,20,48,4,"fall",0
227,1979,11,44,20,540,12.4,99,"NA","NA",8.1,5.5,3.2,"NA","NA","NA",164,200,"NA",40,21,187,"NA","NA",145,14.5,0,"NA","NA","NA","NA",0.18,"NA","NA","NA","NA","NA","NA","NA","NA","NA",8.5,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,0.12,0.2,"NA","NA","NA","NA","NA","NA",10.5,0.420900047,39.36850179,"NA",0.00945,6.471549768,10.37624057,0.000000338,0.000000000042,0.00000000794,0.022867067,0.971987522,0.005145412,"NA","NA","NA","MLO",1187.886333,41.66249996,291.6374997,136,335,20,48,4,"fall",0
228,1979,11,45,10,490,12.6,94,"NA","NA",8.25,3,2.2,"NA","NA","NA",172,210,"NA",41,21,187,"NA","NA",140,13.5,0,0.3,"NA","NA",25,"NA","NA","NA","NA",1.2,"NA","NA","NA","NA",75,10,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,0.08,0.15,"NA","NA","NA","NA","NA","NA",10.5,0.409808988,41.33692688,"NA",0.008575,6.503111983,10.41576193,0.000000314,0.0000000000384,0.00000000562,0.017478301,0.975859381,0.006662317,"NA","NA","NA","MLO",807.0752004,24.16372684,169.1460879,136,335,20,48,4,"fall",0
229,1979,11,46,10,"NA",12.2,87,"NA",8,8.1,1.5,1.9,"NA","NA","NA",168,205,"NA",42,21,192,"NA","NA",150,14.5,0,"NA","NA","NA","NA","NA","NA","NA","NA",1.1,9.7,"NA","NA","NA","NA",9.5,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,0.09,0.2,"NA","NA","NA","NA","NA","NA",10.5,"NA",40.35271433,"NA","NA","NA","NA","NA","NA",0.00000000794,"NA","NA","NA","NA","NA","NA","MLO",1119.121108,43.83021505,306.8115053,136,335,20,48,4,"fall",0
230,1979,11,47,15,600,"NA","NA","NA","NA",8.1,2.6,1.8,"NA","NA","NA",178,217,"NA",44,22,198,"NA",4.5,150,14.5,0,0.3,"NA","NA","NA","NA","NA","NA","NA",1.1,7.1,"NA","NA","NA",56,10.5,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,0.11,0.15,"NA","NA","NA","NA","NA","NA",10.5,0.512372292,42.71482444,"NA",0.0105,6.504067481,10.40576088,0.000000313,0.0000000000393,0.00000000794,0.024609531,0.970590096,0.004800373,"NA","NA","NA","MLO",1192.029498,46.27608147,323.9325703,136,335,20,48,4,"fall",0
231,1979,11,48,15,570,14.7,111,"NA","NA",8,3.4,1.8,"NA","NA","NA",176,215,"NA",44,22,201,"NA","NA",140,16,0,0.3,"NA","NA","NA",0.2,"NA","NA","NA",1.1,"NA","NA","NA","NA","NA",10.2,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,0.09,0.4,"NA","NA","NA","NA","NA","NA",10.5,0.473944186,42.32113942,"NA",0.009975,6.49551564,10.39921432,0.00000032,0.0000000000399,0.00000001,0.030231188,0.965916467,0.003852346,"NA","NA","NA","MLO",1479.7824,60.80108502,425.6075952,136,335,20,48,4,"fall",0
232,1979,12,49,15,640,12,91,"NA","NA",8.1,3.6,1.5,"NA","NA","NA",188,229,"NA",47,23,211,"NA","NA",155,15.5,0,0.3,"NA","NA","NA","NA","NA","NA","NA",1.2,6.9,"NA","NA","NA","NA",11.5,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,0.07,0.3,"NA","NA","NA","NA","NA","NA",10.5,0.531548905,45.07693455,"NA",0.0112,6.490855838,10.38749951,0.000000323,0.000000000041,0.00000000794,0.023884847,0.971105968,0.005009185,"NA","NA","NA","MLO",1225.283009,46.50083033,325.5058123,136,335,20,48,1,"winter",0
233,1979,12,50,10,610,11.1,85,"NA","NA",8.1,3.9,1.4,"NA","NA","NA",191,233,"NA",46,24,213,"NA","NA",155,17,0,0.42,"NA","NA","NA",0.22,"NA","NA","NA",1.12,7.7,"NA","NA","NA",114,"NA","NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,0.11,0.45,"NA","NA","NA","NA","NA","NA",10.5,0.501035693,45.86430458,"NA",0.010675,6.488235573,10.38741195,0.000000325,0.000000000041,0.00000000794,0.023744562,0.971244528,0.00501091,"NA","NA","NA","MLO",1211.092019,45.2521548,316.7650836,136,335,20,48,1,"winter",0
234,1979,12,51,10,630,8.4,64,"NA",6,8,3.7,1.5,"NA","NA","NA",193,235,"NA",48,24,220,"NA","NA",160,16,0,0.47,"NA","NA","NA",0.2,"NA","NA","NA",1.24,6.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,0.09,0.45,"NA","NA","NA","NA","NA","NA",10.5,0.521310197,46.2579896,"NA",0.011025,6.489979012,10.38745579,0.000000324,0.000000000041,0.00000001,0.029856507,0.966184322,0.00395917,"NA","NA","NA","MLO",1527.232186,62.74948601,439.246402,136,335,20,48,1,"winter",0
235,1979,12,52,10,640,11.4,86,"NA","NA",7.7,3.7,1.6,"NA","NA","NA",198,242,"NA",52,22,219,60,"NA",170,"NA","NA","NA","NA","NA","NA",0.18,"NA","NA","NA","NA",7.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10.5,0.52994284,47.63588717,"NA",0.0112,6.489663868,10.38619521,0.000000324,0.0000000000411,0.00000002,0.057923707,0.940139884,0.00193641,"NA","NA","NA","MLO",2968.471891,141.041535,987.2907453,136,335,20,48,1,"winter",0
236,1980,1,1,10,"NA","NA","NA","NA","NA",7.8,4.4,1.6,"NA","NA","NA",205,250,"NA",49,25,224,"NA","NA","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA",8.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3.4,"NA","NA",0,0,0.11,0.5,"NA","NA","NA","NA","NA","NA",10.5,"NA",49.21062724,"NA","NA","NA","NA","NA","NA",0.0000000158,"NA","NA","NA","NA","NA","NA","MLO",2404.547333,107.739948,754.1796361,112,324,16,47,1,"winter",0
237,1980,1,2,10,720,"NA","NA","NA","NA",7.9,4.2,1.9,"NA","NA","NA",201,245,"NA",52,24,229,61,"NA",175,19.5,0,"NA","NA","NA","NA",0.21,"NA","NA","NA","NA",8.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4.1,"NA","NA",0,0,0.13,0.45,"NA","NA","NA","NA","NA","NA",10.5,0.590280063,48.22641469,"NA",0.0126,6.481291357,10.37003687,0.00000033,0.0000000000427,0.0000000126,0.036612014,0.960134902,0.003253085,"NA","NA","NA","MLO",1998.244573,86.81797496,607.7258247,112,324,16,47,1,"winter",0
238,1980,1,3,15,640,7,53,"NA","NA",7.7,3.8,5,"NA","NA","NA",209,255,"NA",50,27,235,62,"NA",155,18,0,0.6,"NA","NA","NA",0.21,"NA","NA","NA",1.1,"NA","NA","NA","NA",72,10.6,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,0.21,0.55,"NA","NA","NA","NA","NA","NA",10.5,0.528344741,50.19483978,"NA",0.0112,6.488472118,10.38489271,0.000000325,0.0000000000412,0.00000002,0.05777381,0.940283667,0.001942523,"NA","NA","NA","MLO",2971.397166,140.7038173,984.9267208,112,324,16,47,1,"winter",0
239,1980,1,4,10,641,5.4,41,"NA","NA",7.8,3.8,1.5,"NA","NA","NA",213,260,"NA",54,25,237,62,"NA",170,16,"NA",0.45,"NA","NA","NA",0.21,"NA","NA","NA",0.98,8.9,"NA","NA","NA",40,10.3,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.7,"NA","NA",0,0,0.11,0.3,"NA","NA","NA","NA","NA","NA",10.5,0.529205734,51.17905233,"NA",0.0112175,6.488440774,10.38476734,0.000000325,0.0000000000412,0.0000000158,0.046416372,0.951109267,0.002474361,"NA","NA","NA","MLO",2391.777982,109.3333511,765.3334579,112,324,16,47,1,"winter",0
240,1980,2,5,10,709,6.1,"NA","NA",3,7.8,4.2,1.8,"NA","NA","NA",216,264,"NA",54,26,239,70,"NA",170,17,0,0.4,"NA","NA","NA",0.19,"NA","NA","NA",1.2,8.8,"NA","NA","NA",42,9.4,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.6,"NA","NA",0,0,0.14,0.4,"NA","NA","NA","NA","NA","NA",10.5,0.580871587,51.96642236,"NA",0.0124075,6.481613113,10.37132389,0.00000033,0.0000000000425,0.0000000158,0.0457219,0.951724298,0.002553802,"NA","NA","NA","MLO",2478.112752,112.4256833,786.9797829,112,324,16,47,1,"winter",0
241,1980,2,6,10,710,6.6,50,"NA","NA",7.8,3.9,1.8,"NA","NA","NA",214,261,"NA",53,27,241,64,"NA",175,17,"NA",0.12,"NA","NA","NA",0.22,"NA","NA","NA",1.1,8.3,"NA","NA","NA",43,10,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3.3,"NA","NA","NA",0,0.12,0.45,"NA","NA","NA","NA","NA","NA",10.5,0.586999335,51.37589484,"NA",0.012425,6.485157002,10.37509767,0.000000327,0.0000000000422,0.0000000158,0.046080278,0.951388907,0.002530815,"NA","NA","NA","MLO",2472.088282,113.287368,793.0115758,112,324,16,47,1,"winter",0
242,1980,2,7,10,"NA",6.6,51,"NA","NA",7.8,4.5,1.4,"NA","NA","NA",219,268,"NA",50,29,244,64,"NA",190,"NA",0,0.31,"NA","NA","NA",0.22,"NA","NA","NA",1.14,10.4,"NA","NA","NA","NA",8.5,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.8,"NA","NA",0,0,0.15,0.2,"NA","NA","NA","NA","NA","NA",10.5,"NA",52.7537924,"NA","NA","NA","NA","NA","NA",0.0000000158,"NA","NA","NA","NA","NA","NA","MLO",2486.530477,111.7008592,781.9060141,112,324,16,47,1,"winter",0
243,1980,2,8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","MLO",,,,112,324,16,47,1,"winter",0
244,1980,2,9,15,683,7.5,58,"NA",3,7.8,4.5,1.6,"NA","NA","NA",219,268,"NA",55,27,249,64,"NA",180,19.5,0,0.4,"NA","NA","NA",0.21,"NA","NA","NA",1.2,8.4,"NA","NA","NA","NA",8,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.9,"NA","NA",0,0,0.17,0.4,"NA","NA","NA","NA","NA","NA",10.5,0.553677245,52.7537924,"NA",0.0119525,6.478815142,10.37054207,0.000000332,0.0000000000426,0.0000000158,0.045441414,0.951999443,0.002559143,"NA","NA","NA","MLO",2455.820088,110.0768403,770.5378819,112,324,16,47,1,"winter",0
245,1980,3,10,15,697,9.7,76,"NA","NA",8,4.8,1.5,"NA","NA","NA",223,272,"NA",53,28,248,66,"NA",185,16,0,0.33,"NA","NA","NA",0.21,"NA","NA","NA",1.1,7.4,"NA","NA","NA","NA",9.2,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.1,"NA","NA",0,0,0.14,0.4,"NA","NA","NA","NA","NA","NA",10.5,0.560501367,53.54116243,"NA",0.0121975,6.474827156,10.36500846,0.000000335,0.0000000000432,0.00000001,0.028856301,0.966971116,0.004172584,"NA","NA","NA","MLO",1591.867784,63.79328686,446.553008,112,324,16,47,1,"winter",0
246,1980,3,11,15,700,8.5,"NA","NA",6,7.9,4.2,1.5,"NA","NA","NA",227,278,"NA",55,28,252,66,"NA",175,20,0,0.45,"NA","NA","NA",0.21,"NA","NA","NA",1.1,11.1,"NA","NA","NA","NA",9.2,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3.8,"NA","NA",0,0,0.16,0.4,"NA","NA","NA","NA","NA","NA",10.5,0.57317937,54.72221749,"NA",0.01225,6.481878734,10.37238638,0.00000033,0.0000000000424,0.0000000126,0.036660391,0.960104179,0.00323543,"NA","NA","NA","MLO",1980.046545,85.8450691,600.9154837,112,324,16,47,1,"winter",0
247,1980,3,12,15,680,5.9,45,"NA","NA",7.8,3.8,1.9,"NA","NA","NA",228,278,"NA",54,27,245,66,"NA",190,20,0,0.58,"NA","NA","NA",0.21,"NA","NA","NA",1.05,8.9,"NA","NA","NA",60,9.5,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,"NA","NA",0,0,0.18,0.5,"NA","NA","NA","NA","NA","NA",10.5,0.562836725,54.72221749,"NA",0.0119,6.487241653,10.37997085,0.000000326,0.0000000000417,0.0000000158,0.046293042,0.951204867,0.002502092,"NA","NA","NA","MLO",2435.837711,111.7211449,782.0480144,112,324,16,47,1,"winter",0
248,1980,3,13,15,715,5.4,41,"NA","NA",7.7,4.1,1.9,"NA","NA","NA",226,275,"NA",54,27,247,66,"NA",180,17.5,0,0.46,"NA","NA","NA",0.22,"NA","NA","NA",1.02,7.8,"NA","NA","NA","NA",9,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.7,"NA","NA",0,0,0.25,0.5,"NA","NA","NA","NA","NA","NA",10.5,0.587764508,54.13168996,"NA",0.0125125,6.48262809,10.37191562,0.000000329,0.0000000000425,0.00000002,0.05704228,0.940954848,0.002002872,"NA","NA","NA","MLO",3085.898631,145.3658316,1017.560821,112,324,16,47,1,"winter",0
249,1980,4,14,15,660,8.3,64,"NA","NA",7.7,4.1,1.5,"NA","NA","NA",225,274,"NA",60,23,246,65,"NA",185,19,0,0.46,"NA","NA","NA",0.22,"NA","NA","NA",1.09,"NA","NA","NA","NA","NA",10.7,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.2,"NA","NA",0,0,0.14,0.3,"NA","NA","NA","NA","NA","NA",10.5,0.540672995,53.93484745,"NA",0.01155,6.484277075,10.37851156,0.000000328,0.0000000000418,0.00000002,0.057248582,0.940779103,0.001972314,"NA","NA","NA","MLO",3008.438194,141.2132867,988.4930068,112,324,16,47,1,"winter",0
250,1980,4,15,15,660,10.2,80,"NA",5,7.95,4.8,1.8,"NA","NA","NA",228,278,"NA",61,21,241,"NA","NA",160,20,0,"NA","NA","NA","NA",0.2,"NA","NA","NA","NA",12.5,"NA","NA","NA","NA",7.6,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.8,"NA","NA",0,0,0.12,0.2,"NA","NA","NA","NA","NA","NA",10.5,0.529507391,54.72221749,"NA",0.01155,6.475945605,10.36948226,0.000000334,0.0000000000427,0.0000000112,0.032360067,0.963970647,0.003669286,"NA","NA","NA","MLO",1749.38984,72.02278334,504.1594834,112,324,16,47,1,"winter",0
251,1980,4,16,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","MLO",,,,112,324,16,47,2,"Spring","Spring"
252,1980,4,17,15,480,11.2,92,"NA","NA",8.1,7,2,"NA","NA","NA",169,207,"NA",56,10,183,42,"NA",170,14,0,0.3,"NA","NA",3,"NA","NA","NA","NA",1.03,8,"NA","NA","NA",50,7.5,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3.7,"NA","NA",0,0,0.09,0.3,"NA","NA","NA","NA","NA","NA",10.5,0.356759032,40.74639935,"NA",0.0084,6.455924567,10.36605227,0.00000035,0.000000000043,0.00000000794,0.022074113,0.972654724,0.005271163,"NA","NA","NA","MLO",1169.953987,38.77795514,271.445686,112,324,16,47,2,"Spring","Spring"
253,1980,5,18,15,490,8.8,80,"NA","NA",8,11.2,2.6,"NA","NA","NA",166,203,"NA",46,17,184,"NA","NA",135,13.5,0,0.12,"NA","NA","NA",0.21,"NA","NA","NA",0.91,7.8,"NA","NA","NA","NA",6.5,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3.4,"NA","NA",0,0,0.1,"NA","NA","NA","NA","NA","NA","NA",10.5,0.325301782,39.95902932,"NA",0.008575,6.405992823,10.31390153,0.000000393,0.0000000000485,0.00000001,0.024718374,0.970570491,0.004711135,"NA","NA","NA","MLO",1545.071928,50.02747168,350.1923018,112,324,16,47,2,"Spring","Spring"
254,1980,5,19,15,525,8,80,"NA","NA",8.2,15.2,2,"NA","NA","NA",172,209,"NA",47,17,186,50,"NA",135,14,0,0.19,"NA","NA","NA",0.22,"NA","NA","NA",0.94,9.3,"NA","NA","NA","NA",5,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4,"NA","NA",0,0,0.1,0.1,"NA","NA","NA","NA","NA","NA",10.5,0.31592831,41.14008437,"NA",0.0091875,6.357886052,10.26353205,0.000000439,0.0000000000545,0.00000000631,0.014060492,0.977494843,0.008444665,"NA","NA","NA","MLO",1053.810739,26.8742679,188.1198753,112,324,16,47,3,"summer",0
255,1980,5,20,15,600,8.6,85,"NA","NA",8,14.7,3.1,"NA","NA","NA",178,217,"NA",47,18,189,"NA","NA",135,14.5,"NA",0.12,"NA","NA","NA","NA","NA","NA","NA",0.84,8,"NA","NA","NA",26,5.5,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10.5,0.367092245,42.71482444,"NA",0.0105,6.361170111,10.25883058,0.000000435,0.0000000000551,0.00000001,0.022334383,0.97230798,0.005357637,"NA","NA","NA","MLO",1708.229919,52.00641041,364.0448728,112,324,16,47,3,"summer",0
256,1980,5,21,15,560,8.2,84,"NA",5,8.2,16.2,2.4,509,0.63,"NA",182,222,"NA",49,17,192,50,6,145,14,0,0.21,"NA","NA","NA",0.23,"NA","NA","NA",1,7.2,"NA","NA","NA","NA",6,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.4,"NA","NA",0,0,0.12,0.1,"NA","NA","NA","NA","NA","NA",10.5,0.329635201,43.69903699,"NA",0.0098,6.345014346,10.24778962,0.000000452,0.0000000000565,0.00000000631,0.01365123,0.977591519,0.008757251,"NA","NA","NA","MLO",1087.345289,27.76472342,194.353064,112,324,16,47,3,"summer",0
257,1980,5,22,55,600,6.8,73,"NA",5,8.1,18.9,28,"NA","NA","NA",187,228,"NA",49,18,197,"NA","NA",140,14,"NA",0.07,0.9,"NA","NA",0.22,"NA","NA","NA",0.93,7.8,"NA","NA","NA",35,5.5,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",76,"NA","NA",0,0,"NA",0.15,"NA","NA","NA","NA","NA","NA",10.5,0.332281596,44.88009204,"NA",0.0105,6.312322431,10.21399138,0.000000487,0.0000000000611,0.00000000794,0.015922965,0.976565821,0.007511214,"NA","NA","NA","MLO",1448.395801,39.67544981,277.7281487,112,324,16,47,3,"summer",0
258,1980,6,23,15,600,7.7,79,"NA","NA",8.3,16.7,2.8,"NA","NA",1,186,224,1,50,18,197,"NA","NA",140,14.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",8.5,"NA","NA","NA","NA",6.2,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6.8,"NA","NA","NA","NA",0.24,0.4,"NA","NA","NA","NA","NA","NA",10.5,0.34976376,44.092722,0.200148645,0.0105,6.337860911,10.23708258,0.000000459,0.0000000000579,0.00000000501,0.01067113,0.978023965,0.011304905,44.29287065,44.77062379,3730.885316,"MLO",888.4831353,20.34603769,142.4222639,112,324,16,47,3,"summer",0
259,1980,6,24,15,600,8.8,90,"NA",6,8.5,16.4,3.9,"NA","NA",5,190,220,6,51,16,194,54,"NA",145,15,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",8.4,"NA","NA","NA",26,6.5,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10.5,0.352271896,43.30535197,1.200891868,0.0105,6.341351681,10.24029888,0.000000456,0.0000000000575,0.00000000316,0.006769789,0.975491398,0.017738813,44.50624384,44.80959534,3734.132945,"MLO",558.3546003,7.731109662,54.11776763,112,324,16,47,3,"summer",0
260,1980,6,25,15,600,7,77,"NA",5,8.35,19.6,3.6,"NA","NA",1,186,224,1,52,17,199,"NA","NA",130,14,0,"NA","NA","NA",7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",7.5,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6.1,"NA","NA",0,0,0.13,0.2,"NA","NA","NA","NA","NA","NA",10.5,0.327036625,44.092722,0.200148645,0.0105,6.304218881,10.20682688,0.000000496,0.0000000000621,0.00000000447,0.008797996,0.977608294,0.01359371,44.29287065,44.68601806,3723.834838,"MLO",826.8499364,18.17807786,127.246545,112,324,16,47,3,"summer",0
261,1980,6,26,15,600,7.1,79,"NA","NA",8.4,20.4,4.5,"NA","NA",3,189,223,4,52,15,192,50,"NA",135,14.5,0,0.35,"NA","NA","NA","NA","NA","NA","NA",1,8.7,"NA","NA","NA","NA",5.5,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",7.2,"NA","NA",0,0,0.17,0.25,"NA","NA","NA","NA","NA","NA",10.5,0.321218152,43.8958795,0.800594578,0.0105,6.294970881,10.19874688,0.000000507,0.0000000000633,0.00000000398,0.007669701,0.97680426,0.015526039,44.69647407,45.04193222,3753.494352,"MLO",746.0802487,15.42955009,108.0068506,112,324,16,47,3,"summer",0
262,1980,7,27,15,600,8.3,88,"NA",5,8.45,18.2,3.8,"NA","NA",3,180,220,4,50,18,198,"NA","NA",130,14.5,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA",8.9,"NA","NA","NA","NA",8.7,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.8,"NA","NA",0,0,0.15,0.1,"NA","NA","NA","NA","NA","NA",10.5,0.337675766,43.30535197,0.800594578,0.0105,6.320436761,10.22124408,0.000000478,0.0000000000601,0.00000000355,0.007244135,0.976224616,0.016531249,44.10594655,44.42778742,3702.315619,"MLO",643.089092,11.15827831,78.10794819,112,324,16,47,3,"summer",0
263,1980,7,28,15,590,"NA","NA","NA",7,8.35,19.6,4,"NA","NA",3,187,220,4,51,17,198,"NA","NA",120,14.5,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA",6.1,"NA","NA","NA","NA",9.2,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.5,"NA","NA",0,0,0.13,0.1,"NA","NA","NA","NA","NA","NA",10.5,0.32142882,43.30535197,0.800594578,0.010325,6.304547143,10.20813993,0.000000496,0.0000000000619,0.00000000447,0.008804951,0.97764191,0.013553139,44.10594655,44.49774704,3708.145587,"MLO",822.8672501,18.02026585,126.1418609,112,324,16,47,3,"summer",0
